::1 - - [14/Mar/2020:14:44:05 +0000] "GET / HTTP/1.1" 404 139 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [14/Mar/2020:14:57:38 +0000] "POST /api/user/signup HTTP/1.1" - - "-" "PostmanRuntime/7.22.0" -
::1 - - [14/Mar/2020:15:01:01 +0000] "POST /api/user/signup HTTP/1.1" - - "-" "PostmanRuntime/7.22.0" -
::1 - - [14/Mar/2020:15:02:17 +0000] "POST /api/user/signup HTTP/1.1" 200 471 "-" "PostmanRuntime/7.22.0" -
::1 - - [14/Mar/2020:15:03:34 +0000] "GET /api/user/ HTTP/1.1" 200 671 "-" "PostmanRuntime/7.22.0" -
::1 - - [19/Mar/2020:15:49:53 +0000] "GET /api/user/ HTTP/1.1" 200 671 "-" "PostmanRuntime/7.23.0" -
::1 - - [19/Mar/2020:15:53:34 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 8 "http://localhost:3001/login?username=sfsdfsdf&password=sdfsdfsdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [19/Mar/2020:15:53:38 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 8 "http://localhost:3001/login?username=sfsdfsdf&password=sdfsdfsdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [19/Mar/2020:15:53:42 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 8 "http://localhost:3001/login?username=sfsdfsdf&password=sdfsdfsdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [19/Mar/2020:15:53:43 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 8 "http://localhost:3001/login?username=sfsdfsdf&password=sdfsdfsdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [19/Mar/2020:15:53:44 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 8 "http://localhost:3001/login?username=sfsdfsdf&password=sdfsdfsdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [19/Mar/2020:15:53:44 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 8 "http://localhost:3001/login?username=sfsdfsdf&password=sdfsdfsdf" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [19/Mar/2020:15:54:09 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 8 "http://localhost:3001/login?username=&password=cccc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [19/Mar/2020:15:54:45 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 8 "http://localhost:3001/login?username=&password=cccc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [19/Mar/2020:16:09:39 +0000] "POST /api/auth/login HTTP/1.1" 404 154 "-" "PostmanRuntime/7.23.0" -
::1 - - [19/Mar/2020:16:10:04 +0000] "POST /api/auth/login HTTP/1.1" 200 33 "-" "PostmanRuntime/7.23.0" -
::1 - - [19/Mar/2020:16:10:10 +0000] "POST /api/auth/login HTTP/1.1" 200 33 "-" "PostmanRuntime/7.23.0" -
::1 - - [19/Mar/2020:16:14:00 +0000] "POST /api/auth/login HTTP/1.1" - - "-" "PostmanRuntime/7.23.0" -
::1 - - [19/Mar/2020:16:16:06 +0000] "POST /api/auth/login HTTP/1.1" 200 886 "-" "PostmanRuntime/7.23.0" -
::1 - - [19/Mar/2020:16:16:57 +0000] "POST /api/auth/login HTTP/1.1" 200 886 "-" "PostmanRuntime/7.23.0" -
::1 - - [19/Mar/2020:16:17:25 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 4 "http://localhost:3001/login?username=&password=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [20/Mar/2020:14:06:47 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 4 "http://localhost:3001/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [20/Mar/2020:14:33:40 +0000] "OPTIONS /api//auth/login HTTP/1.1" 200 4 "http://localhost:3001/login?username=&password=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [20/Mar/2020:14:46:52 +0000] "OPTIONS /api/auth/login HTTP/1.1" 200 4 "http://localhost:3001/login?username=&password=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [20/Mar/2020:14:47:53 +0000] "OPTIONS /api/auth/login HTTP/1.1" 200 4 "http://localhost:3001/login?username=&password=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [20/Mar/2020:14:48:32 +0000] "OPTIONS /api/auth/login HTTP/1.1" 200 4 "http://localhost:3001/login?username=&password=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [20/Mar/2020:14:49:16 +0000] "OPTIONS /api/auth/login HTTP/1.1" 200 4 "http://localhost:3001/login?username=&password=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::1 - - [20/Mar/2020:14:49:19 +0000] "OPTIONS /api/auth/login HTTP/1.1" 200 4 "http://localhost:3001/login?username=&password=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [20/Mar/2020:14:58:07 +0000] "POST /api/auth/login HTTP/1.1" 200 886 "http://localhost:3001/login" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::ffff:127.0.0.1 - - [20/Mar/2020:14:59:10 +0000] "POST /api/auth/login HTTP/1.1" 200 886 "http://localhost:3001/login" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::ffff:127.0.0.1 - - [20/Mar/2020:15:06:37 +0000] "POST /api/auth/login HTTP/1.1" 200 887 "http://localhost:3001/login" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::ffff:127.0.0.1 - - [20/Mar/2020:15:21:21 +0000] "POST /api/auth/login HTTP/1.1" 200 909 "http://localhost:3001/login" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::ffff:127.0.0.1 - - [20/Mar/2020:15:25:50 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/login" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::1 - - [20/Mar/2020:15:28:49 +0000] "GET /static/js/6.chunk.js.map HTTP/1.1" 404 163 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::1 - - [20/Mar/2020:15:28:49 +0000] "GET /static/js/main.chunk.js.map HTTP/1.1" 404 166 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::1 - - [20/Mar/2020:15:28:49 +0000] "GET /static/js/bundle.js.map HTTP/1.1" 404 162 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::1 - - [20/Mar/2020:15:28:54 +0000] "GET /images/avatars/avatar_11.png HTTP/1.1" 404 167 "http://localhost:3000/presentation" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::1 - - [20/Mar/2020:15:56:07 +0000] "GET /images/avatars/avatar_11.png HTTP/1.1" 404 167 "http://localhost:3000/presentation" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:02:42:41 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:06:00 +0000] "GET /fs.js HTTP/1.1" 404 144 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:06:00 +0000] "GET /Technology/SourceTree/JS_Projects/restaurant-management-system-frontend/node_modules/node-sass/lib/extensions.js HTTP/1.1" 404 251 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:06:00 +0000] "GET /Technology/SourceTree/JS_Projects/restaurant-management-system-frontend/node_modules/node-sass/lib/errors.js HTTP/1.1" 404 247 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:06:00 +0000] "GET /Technology/SourceTree/JS_Projects/restaurant-management-system-frontend/node_modules/node-sass/lib/binding.js HTTP/1.1" 404 248 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:06:00 +0000] "GET /Technology/SourceTree/JS_Projects/restaurant-management-system-frontend/node_modules/node-sass/lib/index.js HTTP/1.1" 404 246 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:06:00 +0000] "GET /internal/modules/cjs/loader.js HTTP/1.1" 404 169 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:26:06 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:26:08 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/admin/home" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:26:26 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/admin/home" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:04:27:48 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/admin/home" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:05:23:40 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:05:35:26 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:05:51:00 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:05:58:30 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:06:05:08 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:15:07:19 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:16:12:04 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [21/Mar/2020:16:35:56 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [22/Mar/2020:04:01:21 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [22/Mar/2020:04:07:47 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [22/Mar/2020:04:30:07 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [22/Mar/2020:05:22:28 +0000] "POST /api/auth/login HTTP/1.1" 200 1115 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::1 - - [22/Mar/2020:07:49:06 +0000] "POST /api/product/addProduct HTTP/1.1" 200 314 "-" "PostmanRuntime/7.23.0" -
::1 - - [22/Mar/2020:07:51:38 +0000] "POST /api/product/addProduct HTTP/1.1" 200 314 "-" "PostmanRuntime/7.23.0" -
::1 - - [22/Mar/2020:07:52:38 +0000] "POST /api/product/addProduct HTTP/1.1" 200 371 "-" "PostmanRuntime/7.23.0" -
::1 - - [22/Mar/2020:07:56:42 +0000] "POST /api/product/addProduct HTTP/1.1" 200 397 "-" "PostmanRuntime/7.23.0" -
::ffff:127.0.0.1 - - [23/Mar/2020:16:24:47 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [23/Mar/2020:16:26:14 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [23/Mar/2020:16:27:38 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [23/Mar/2020:16:43:45 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [23/Mar/2020:16:44:42 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [24/Mar/2020:14:07:00 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [24/Mar/2020:15:49:43 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [24/Mar/2020:16:28:06 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [24/Mar/2020:16:56:05 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [25/Mar/2020:14:10:59 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::1 - - [26/Mar/2020:14:16:10 +0000] "GET /api/product HTTP/1.1" 200 592 "-" "PostmanRuntime/7.23.0" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:21:32 +0000] "POST /api/auth/login HTTP/1.1" 200 1113 "http://localhost:3001/auth/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:23:21 +0000] "GET /api/product HTTP/1.1" 200 592 "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:27:20 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:27 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:27 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:28 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:28 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:28 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:29 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:29 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:29 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:29 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:29 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
::ffff:127.0.0.1 - - [26/Mar/2020:14:34:29 +0000] "GET /api/product HTTP/1.1" 304 - "http://localhost:3001/menu/productList" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36" -
